;hoeg;lag;Fabrikat;id;name;location;coordinates;dh;I_drift;Ber;mwh_2013;mwh_2014;mwh_2015;man_12_MWH;man_12_percentage;Manad;Tid;AHT;MS;YNS;OEYS;PU;OEPS;TF
1525;3000;;Siemens;1877; Mullberget 24;Rätan ;E17f;113/122;140501;9494;;;;;;;;;;;;;;
1526;3000;;Siemens;1878; Mullberget 25;Rätan ;E17f;113/122;140501;9494;;;;;;;;;;;;;;
1527;3000;;Siemens;1879; Mullberget 26;Rätan ;E17f;113/122;140401;9494;;;;;;;;;;;;;;
1528;3000;;Siemens;2024; Hjuleberg A01;Sjönevad ;C5d;113/92;131101;8167;4728;4728;100;1217;0;;;;;;;;;
1529;3000;;Siemens;2025; Hjuleberg A02;Sjönevad ;C5d;113/92;131101;8167;4237;4237;100;1144;0;;;;;;;;;
1530;3000;;Siemens;2026; Hjuleberg A03;Sjönevad ;C5d;113/92;131101;8167;4042;4042;100;1106;0;;;;;;;;;
1531;3000;;Siemens;2027; Hjuleberg A04;Sjönevad ;C5d;113/92;131101;8167;4525;4525;100;1139;0;;;;;;;;;
1532;3000;;Siemens;2028; Hjuleberg A05;Sjönevad ;C5d;113/92;140301;8167;3076;3076;100;792;0;;;;;;;;;
1533;3000;;Siemens;2029; Hjuleberg A06;Sjönevad ;C5d;113/92;140301;8167;3307;3307;100;805;0;;;;;;;;;
1534;3000;;Siemens;2030; Hjuleberg B01;Sjönevad ;C5d;113/92;140301;8167;2967;2967;100;815;0;;;;;;;;;
1535;3000;;Siemens;2031; Hjuleberg B02;Sjönevad ;C5d;113/92;140301;8167;3585;3585;100;918;0;;;;;;;;;
1536;3000;;Siemens;2032; Hjuleberg B03;Sjönevad ;C5d;113/92;140301;8167;3251;3251;100;883;0;;;;;;;;;
1537;3000;;Siemens;2033; Hjuleberg B04;Sjönevad ;C5d;113/92;140301;8167;2872;2872;100;864;0;;;;;;;;;
1538;3000;;Siemens;2034; Hjuleberg B05;Sjönevad ;C5d;113/92;140301;8167;2765;2765;100;735;0;;;;;;;;;
1539;3000;;Siemens;2035; Hjuleberg B06;Sjönevad ;C5d;113/92;140301;8167;3885;3885;100;1197;0;;;;;;;;;
1540;3050;;Enercon;1779; Middagsberget Verk 1;Skål ;E17g;101/99;120922;8300;3009;4954;9859;9859;100;1279;98;0;;;;;;
1541;3050;;Enercon;1780; Middagsberget Verk 2;Skål ;E17g;101/99;120906;8300;3175;6359;8526;8526;100;1042;90;0;;;;;;
1542;3050;;Enercon;1781; Middagsberget Verk 3;Skål ;E17g;101/99;120914;8300;1527;5918;7644;7644;100;998;92;0;;;;;;
1543;3075;;Vestas;1795; Villköl VKA A01;Orrefors ;F5c;112/119;121108;7970;2061;7571;9809;9809;99,4;1319;95;12;;;;;;
1544;3075;;Vestas;1796; Villköl VKA A02;Orrefors ;F5c;112/119;121108;7970;2111;7782;10114;10114;99;1335;94;15;;;;;;
1545;3075;;Vestas;1797; Villköl VKA A03;Orrefors ;F5c;112/119;121108;7970;2036;7673;9717;9717;97,9;1321;96;7;;;;;;
1546;3075;;Vestas;1798; Villköl VKA A04;Orrefors ;F5c;112/119;121108;7970;2048;7507;10053;10053;98,7;1335;96;6;;;;;;
1547;3075;;Vestas;1799; Villköl VKA A05;Orrefors ;F5c;112/119;121108;7970;2132;7540;9948;9948;98,8;1280;92;33;;;;;;
1548;3075;;Vestas;1800; Villköl VKA A06;Orrefors ;F5c;112/119;121108;7970;2222;7938;10536;10536;99,1;1395;96;4;;;;;;
1549;3075;;Vestas;1801; Villköl VKA A07;Orrefors ;F5c;112/119;121108;7970;2174;7498;10258;10258;98,7;1344;95;16;;;;;;
1550;3075;;Vestas;1802; Örken ORA A01;Fröslida ;C5c;112/94;121101;7205;1110;8458;9547;9547;99;1261;97;6;;;;;;
1551;3075;;Vestas;1803; Örken ORA A02;Fröslida ;C5c;112/94;121101;7205;983;9541;10299;10299;98,4;1373;97;5;;;;;;
1552;3075;;Vestas;1804; Örken ORA A03;Fröslida ;C5c;112/94;121114;7205;1167;8484;9019;9019;98,7;1248;96;7;;;;;;
1553;3075;;Vestas;1805; Örken ORA B01;Oskarströ ;C5c;112/94;121117;7205;1204;8709;9777;9777;98,1;1313;96;5;;;;;;
1554;3075;;Vestas;1806; Örken ORA B02;Oskarströ ;C5c;112/94;121129;7205;1153;8573;9313;9313;99,2;1234;96;6;;;;;;
1555;3075;;Vestas;1807; Örken ORA B03;Oskarströ ;C5c;112/94;121031;7205;860;7416;8183;8183;98,5;1076;95;15;;;;;;
1556;3075;;Vestas;1888; Kårehamn 1;Kårehamn ;H5e;112/80;130807;11000;;;;;;;;;;;;;;
1557;3075;;Vestas;1889; Kårehamn 2;Kårehamn ;H5e;112/80;130807;11000;;;;;;;;;;;;;;
1558;3075;;Vestas;1890; Kårehamn 3;Kårehamn ;H5e;112/80;130807;11000;;;;;;;;;;;;;;
1559;3075;;Vestas;1891; Kårehamn 4;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8497;8497;98,8;1640;97;0;;;;;;
1560;3075;;Vestas;1892; Kårehamn 5;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8580;8580;99;1611;95;8;;;;;;
1561;3075;;Vestas;1893; Kårehamn 6;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8534;8534;99,1;1619;94;8;;;;;;
1562;3075;;Vestas;1894; Kårehamn 7;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8628;8628;99,3;1646;97;2;;;;;;
1563;3075;;Vestas;1895; Kårehamn 8;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8689;8689;99,5;1645;97;1;;;;;;
1564;3075;;Vestas;1896; Kårehamn 9;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8641;8641;99,2;1635;97;1;;;;;;
1565;3075;;Vestas;1897; Kårehamn 10;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8647;8647;99,6;1632;97;0;;;;;;
1566;3075;;Vestas;1898; Kårehamn 11;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8684;8684;99,4;1635;97;3;;;;;;
1567;3075;;Vestas;1899; Kårehamn 12;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8739;8739;99,5;1640;97;5;;;;;;
1568;3075;;Vestas;1900; Kårehamn 13;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8614;8614;99;1609;96;13;;;;;;
1569;3075;;Vestas;1901; Kårehamn 14;Kårehamn ;H5e;112/80;130807;11000;4913;12119;8741;8741;99,1;1650;97;0;;;;;;
1570;3075;;Vestas;1902; Kårehamn 15;Kårehamn ;H5b;112/80;130807;11000;4913;12119;8711;8711;97,8;1653;97;5;;;;;;
1571;3075;;Vestas;1903; Kårehamn 16;Kårehamn ;H5b;112/80;130807;11000;4913;12119;9100;9100;99,4;1670;96;12;;;;;;
1572;3075;;Vestas;1962; Skaveröd-Gurseröd 1;Tanu ;A9f;112/100;140901;8550;4799;4799;100;1263;0;;;;;;;;;
1573;3075;;Vestas;1963; Skaveröd-Gurseröd 2;Tanu ;A9f;112/100;140901;8550;4425;4425;100;1208;0;;;;;;;;;
1574;3075;;Vestas;1964; Skaveröd-Gurseröd 3;Tanu ;A9f;112/100;140901;8550;4640;4640;100;1258;0;;;;;;;;;
1575;3075;;Vestas;1965; Skaveröd-Gurseröd 4;Tanu ;A9f;112/100;140901;8550;4475;4475;100;1153;0;;;;;;;;;
1576;3075;;Vestas;1966; Skaveröd-Gurseröd 5;Tanu ;A9f;112/100;140901;8550;4688;4688;100;1236;0;;;;;;;;;
1577;3075;;Vestas;1967; Skaveröd-Gurseröd 6;Tanu ;A9f;112/100;140901;8550;4774;4774;100;1258;0;;;;;;;;;
1578;3075;;Vestas;1968; Skaveröd-Gurseröd 7;Tanu ;A9f;112/100;140901;8550;4370;4370;100;1117;0;;;;;;;;;
1579;3075;;Vestas;1969; Skaveröd-Gurseröd 8;Tanu ;A9f;112/100;140901;8550;5034;5034;100;1290;0;;;;;;;;;
1580;3075;;Vestas;1970; Skaveröd-Gurseröd 11;Tan ;A9f;112/100;140901;8550;4534;4534;100;1195;0;;;;;;;;;
1581;3075;;Vestas;1971; Skaveröd-Gurseröd 12;Tan ;A9f;112/100;140901;8550;4628;4628;100;1212;0;;;;;;;;;
1582;3075;;Vestas;1972; Skaveröd-Gurseröd 13;Tan ;A9f;112/100;140901;8550;4373;4373;100;1145;0;;;;;;;;;
1583;3075;;Vestas;1973; Årjäng NV verk 1;Mölnerud ;B10i;112/100;141101;8700;4769;4769;100;1299;0;;;;;;;;;
1584;3075;;Vestas;1974; Årjäng NV verk 2;Mölnerud ;B10i;112/100;141101;8700;4570;4570;100;1266;0;;;;;;;;;
1585;3075;;Vestas;1975; Årjäng NV verk 3;Mölnerud ;B10i;112/100;141101;8700;4758;4758;100;1301;0;;;;;;;;;
1586;3075;;Vestas;1976; Årjäng NV verk 4;Mölnerud ;B10i;112/100;141101;8700;4491;4491;100;1283;0;;;;;;;;;
1587;3075;;Vestas;1977; Årjäng NV verk 5;Mölnerud ;B10i;112/100;141101;8700;4820;4820;100;1293;0;;;;;;;;;
1588;3075;;Vestas;1978; Årjäng NV verk 6;Mölnerud ;B10i;112/100;141101;8700;4930;4930;100;1338;0;;;;;;;;;
1589;3075;;Vestas;1979; Årjäng NV verk 7;Mölnerud ;B10i;112/100;141101;8700;5039;5039;100;1376;0;;;;;;;;;
1590;3075;;Vestas;1980; Årjäng NV verk 8;Mölnerud ;B10i;112/100;141101;8700;4646;4646;100;1305;0;;;;;;;;;
1591;3075;;Vestas;1981; Årjäng NV verk 9;Mölnerud ;B10i;112/100;141101;8700;4797;4797;100;1302;0;;;;;;;;;
1592;3075;;Vestas;1982; Årjäng SV verk 1;Årjäng ;B10i;112/100;141101;8900;;;;;;;;;;;;;;
1593;3075;;Vestas;1984; Årjäng SV verk 3;Årjäng ;B10i;112/100;141101;8900;;;;;;;;;;;;;;
1594;3075;;Vestas;1985; Årjäng SV verk 4;Årjäng ;B10i;112/100;141101;8900;;;;;;;;;;;;;;
1595;3075;;Vestas;1987; Årjäng SV verk 6;Årjäng ;B10i;112/100;141101;8900;;;;;;;;;;;;;;
1596;3075;;Vestas;1988; Årjäng SV verk 7;Årjäng ;B10i;112/100;141101;8900;;;;;;;;;;;;;;
